text,label
"Jaz sem sedaj 3 noseca in mi vsi govorijo, da je fajn imeti dva otroka...",1
"pa so cisto sokirani, ko jih spomnim, da bo to moj tretji otrok...",1
"Ja res je, zal se bos morala nemalokrat boriti za priznanje, da imas dva otroka, ceprav enega ni tukaj in ga ne morejo videti. Na zacetku ti bo res zelo hudo,  scasoma bo lazje.",0
"Bolecina postane manj ostra, postane topa in del tebe. Postane nekaj tako naravnega, kot je dihanje in spanje.",1
"Iskreno in iz srca ti zelim samo eno; ne pusti si, da pades v brezno zalovanja, saj nemalokrat iz njega ni poti ven.",1
"Pusti si zalovati, bodi zalostna, moras biti, vendar se veckrat opomni tudi, da sonca ne nebu sije tudi zate.",1
"In ja, sedaj vidis samo temen tunel, brez vsakega upanja na svetlobo na koncu.",1
"jala.",1
"Dolga je pot do tja, polna vzponov in padcev, prisli bodo trenutki, ko bos hotela obupati...ne daj se.",0
"Ne oziraj se na druge, kaj pravijo in kaj govorijo.",1
"TEzko bo, marsikdaj te bodo prizadeli tudi  tisti, ki te imajo radi...",1
"kasneje jih bos lahko razumela, zdaj se ne.",0
"Daj si cas, ne prehitevaj.",1
"VEdi, da so cisto vsi tvoji obcutki sedaj pravi in normalni. Lahko se smejes, lahko kricis, lahko jokas, lahko nemo zres predse...",1
"Zelim ti dovolj moci, da prides do lucke na koncu tunela, da premagas zalost in si jo podredis.",1
"Ce zelis pogovor mi pisi na ZS.",1
"Sibil...",1
"ne vem kako bi mi bilo, ce bi se mu kaj zgodilo.",1
"najvecje veselje in uzitek do sedaj je moj patrik (6.1.2010).",1
"(T.",1
"Mislim, da odkar smo lani prebrali to neskoncno zalostno vest, mali angel ostaja v mislih vseh.",1
"tudi mi mislimo na vse vas.",1
"Patrik, cuvaj mamico, ocija in bratca.",1
"Hvala vsem....in res upam, da se imajo vsi skupaj lepo tam kjer so...",1
"Sibil, drzi se.",1
"Ne morem pozabiti te zgodbe.",1
"Moj sincek je danes star 6 in pol in hodi v solo.",1
"Tvoje bolecine si ne predstavljam, a vem, da si mocna, ker ti Patrik s svojimi drugimi angelcki pomaga.",1
"Sibil, ze dneve me spreletava srh...",1
"Tudi jaz se vedno velikokrat mislim na malega Patrika.",1
"Tiste ki ste jo opravile, preosim da napisete kaj vec.",1
"tisti dan k bos zacela pit (se pravi 1 dan pred kolonoskopijo) vzemi frej, pa WC rezerviraj zase..",0
"na dan preiskave moras biti ```cista```...",1
"potek...",1
"nelagodna zadeva, pa vendar jo je potrebno opravit.",1
"tisto cev tisi notri do zelodca...",1
"ob potegu ven te cevke, zacnes zelo ```prdeti``` in lahko se naredi (navadno se) da uide se malo ```driske```.... tako da...",1
"```A baby is something you carry inside you for nine months, in your arms for three years and in your heart till the day you die.",1
"Moja babica jo je mela glih dans.",1
"Je pa en dan prej mogla spit 4 litre donata, pa nic jest.",1
"Ko pa so v rokah, se mora sam odlociti, kako bo igral, da bo zmagal.",1
"Odvisno kdo dela oz.",1
"kako dober je zdravnik.",1
"Jaz sem imela 3x.",1
"Prvic bolelo ko satan, sem se drla na ves glas, je moz pobegnil iz bolnice, ker se je vse v drugi stuk slisalo, na koncu sem rabila 3 ure, da so me k sebi spravili. Imela sem zaporo crevesja in idioti so hoteli na silo priti skozi, pa itak da ni slo.",1
"Sem pa en dan prej lahko jedla normalnono zajtrk, opoldne bistro juho, in do vecera samo vodo in donat, zvecer sem lahko celo polizala kepico sladoleda-sadnega-brez kakih kosckov (ampak samo zato, ker sme bila ze v bistvu cist spucana.",1
"Po juhi sem spila odvajalni sirup in do vecera 2 donata.",1
"Sedaj ssem pa prestrasena...",1
"Najraje bi se prenarocila, da bi preiskavo naredila zenska mi vsaj nebi bilo nerodno.",1
"Pa na zdraviloh antibioticnih sem.",1
"Jaz nisem nic prdela, no vsaj nisem imela obcutka, ne slisala.",1
"V glavnem je to nekaj normalnega, ker ti v bistvu not sopajo zrak in nekje mora ven.",1
"Nic se ne prenarocat, halooo, cimprej opravi in konec, upaj, da nikoli vec ne bos rabila.",0
"Za ciscenje je pa odvisno kako odvajalo uporabljas in kako na njega reagiras.",1
"Mene odvajalni caj vedno ful zdela, me boli, omedlevica in pot me obliva...",1
"in ja v tem primeru, bi morala nekoga imeti zraven, saj sem ze 1x skup padla.",1
"Ampak si zato vedno raje zrihtam sirup (1dcl sirupa) in me ze prvi dan spuca, brez bolecin brez vsega.",1
"Sam enkrat mam skoraj v hlacah.",1
"Lahko delam kar koli, grem kamorkoli...",1
"Po preiskavi sem pa jaz nazadnje polezala za 10 minut, potem pa sem sla v BTC na big burger in v soping, pa z avtom domov.",1
"Nic vec nisem srackala, pocutje super, kot da ne bi bilo nic.",1
"Uf se ne spomnim imena, meni so ga dali na gastro oddelku v LJ, pa dobila sem ga tudi ko sem sla na laparoskopijo in histeroskopijo (stara porodnisnica).",1
"Je v plasticni beli embalazi pakiran po 1 dcl ali celo manj.",1
"to mislim, da je trajalo kaksnih 20 minut, potem pa moras ene 10 minut bit tam da se spucas, pa da slucajno ne pades skupaj...",1
"huh, ja imas malo drugace kot jaz, priporocilo -  ne hodi kam dalec en dan pred preiskavo glede na to da bos ze pila donat.",0
"vmes med delom ne prdis, to delas po preiskavi, ker si sdost nafilana z zrakom, je pa nelagoden obcutek, posebno ce si malo obcutljiva, cutis vsak gib v crevesju...",1
"jaz se nisem mogla, ker mi je bilo ....grzno , gobesedno mojo rit tisat unmu dohtarju poj nos...",0
"Nic se sekirat, saj kot pravis, je to nekaj povsem normalnega in pricakovanega.",1
"Prav imas, cim prej opravi in pozabi na to.",1
"Upam, da ti sirup vedno tako lepo pomaga, brez omedlevanja in drame.",1
"To je prava terapija.",1
"..",1
"s tamalo sva v cetertek naroceni na ta pregled.",1
"Moje P ni, da bi jo vprasala..",1
"ce prav razumem, imate pregled in ne zdravljenje.",1
"jaz sem z naso puncko (8,5 mesecev) imela pregled ravno prejsnji petek.",1
"Izgleda pa tako, da na rokico namestijo dve elektrodi, ki jih pritrdijo z gumijastimi trakovi, tako da nic ne boli. treba je sedet pri miru (da ne izpadejo elektrode) od 15 do 45 minut (pri nas smo koncali preiskavo v 15 min), aparat pa sam poda rezultat.",1
"Pomembno je, da ste bili pri pregledu prisotni in da ste lahko spremljali postopek ter se prepricali, da je vasa hcerka udobno in varno med preiskavo.",1
"Vec poti je, najvec mislim, da nas je se vedno iz Moskve, namrec izberes si kraj, kamor bos poslal vlogo, Slovenci posvajajo iz Moskve, Perma in Barnaula.",0
"Ne mores poslat nekam, kjer ne poznas nobenega odvetnika oz.",1
"osebe, ki te bo tam zastopala.",1
"Rabis nekoga, ki ga pooblastis, da ureja postopek, vlaga dokumente, te zastopa na sodiscu itd.",1
"Kar pogumno naprej, morda malce pohitite, ker nihce natancno ne ve, kaj bo prinesel sporazum.",1
"Kaksna pa je razlika med temi opcijami? Papirji, stroski, to je najbrz vse isto.",1
"Zakaj preko drugih poti? Cisto prakticno.",1
"Vec opcij je, boljse je.",1
"Jaz komentar razumem kot eden od vedno prisotnih cinizmov, ko pride do posvojitve.",1
"Ce se ne motim, v prilepljeni oddaji med stirimi stenami, dr.",1
"Darja Zavirsek komentira, da se posvojitelji obracajo na vzhod, saj zelijo sebi podobne otroke.",1
"Nedopustno nepoznavanje situacije.",1
"Kdor se odloci, da bo posvojil iz Moskve, ve, da je Moskva vec milijonsko mesto, v katerega prihajajo ljudje iz celotne bivse Sovjetske zveze.",1
"Ze voznja z moskovskim metrojem razkrije pestro paleto barv koze, potez obraza itd.",1
"e ena od prilog tocno dolocen obrazec, kjer moras zapisati kaj zelis (spol, starost, barvo las, oci, regijo ...",1
"In smo dobili najlepsega otroka na svetu.",1
"Veselega, zdravega in posevnookega.",1
"Hkrati pa, vsak ni sposoben biti stars, vsak ni sposoben biti stars posvojenemu otroku in vsak ni sposoben biti stars otroku druge etnicne pripadnosti. To so dejstva.",1
"Kar pa en pomeni, da nekdo, ki zase ve, da ima zadrzke, ne more biti dober stars posvojenemu otroku iste etnicne pripadnosti. Zato razumem nekoga, ki v prvem hipu pomisli na videz otroka.",1
"Res zbode to vprasanje.",1
"Otrok ne bo popoln (ceprav so vsi za svoje starse popolni ) in ce bo imel kaksno bolezen je to del njegovega zivljenja.",1
"Mene npr.",1
"Kar se tice zdravih otrok...",1
"Ko zanosis, ne ves kaj in kako bo.",1
"Pri posvojitvi pa prav tako ne ves, kaj in kako bo.",1
"Odlocitev, da bos posvojil otroka s posebnimi potrebami (ne glede na to, kaksne le - te so, mora biti pa po moje ne vem kolikokrat bolj pretehtana odlocitev, kot je ```zgolj``` odlocitev o posvojitvi. Otrok s posebnimi potrebami ima pac posebne potrebe, ki jih moramo kot starsi upostevati in jih zadovoljiti. In na to se je treba pripraviti. Ce ne, je to popolnoma neodgovorno do otroka.",0
"neozdravljivih bolezni, je pa situacija popolnoma enaka.",1
"Biti posvojen stars ima svoje specifike, ampak te specifike se ne nanasajo na njegovo ljubezen do otroka.",1
"Druzina je druzina, razlicen je nacin, kako smo prisli skupaj, drugacne so zgodbe, ki si jih pripovedujemo.",1
"Ista kri ljudi do neke mere drzi skupaj, lahko nam daje neko potrditev, da sodimo skupaj.",1
"V posvojeni druzini krvnega linka nimamo, vezi moramo graditi. Kaksne bodo, pa je odvisno od vseh nas.",1
"Skupaj z otrokom vsi rastemo in se ucimo.",1
"pila```, izbirala glede na ```srckanost``` in implikacije ```da ga bom vrnila, ce ne bo zdrav```, bom jaz tista, ki mu bom pomagala to stisko prebrodit.",1
"Pa ne bi vec o tem.",1
"Zakaj razlicne poti? Rusija je ogromna in posamezniki, ki so se prvi podajali na to pot, so bili precej prepusceni sami sebi, znasli so se tako in drugace.",1
"Nekateri so si pomagali z veleposlanistvi, drugi so o moznostih posvojitve verjetno razglabljali s prijatelji ali sorodniki. Kako in kaj so ljudje te poti ulaufali pravzaprav ne vem (edino za Moskvo se mi malo svita).",1
"V svojem bistvu je sistem na vseh treh poteh enak, ker vse posvojitve potekajo po istem ruskem zakonu, razlika je v nekaterih niansah.",1
"kva je enostavna iz tega vidika, ker do nje prides z direktno letalsko linijo, za ostali dve lokaciji moras iz Moskve naprej - koliko trajajo ti leti ne vem.",1
"Druga stvar, ki je meni osebno pri Moskvi enostavnejsa je ta, da je nase veleposlanistvo tam stacionirano, kar precej olajsa zadeve, ko urejas zacasni slovenski potni list za otroka pred prihodom domov.",1
"O podrobnostih Perma in Barnaula (Sibirija) ne vem veliko, je pa smiselno pridobiti te informacije, preden se clovek odloci, kam bi sel.",1
"Kar se rase tice, pa ne vem, vem samo (kot je bilo ze povedano), da v Moskvi zivijo ljudje vseh ras in sort (predvsem pa slovani in azijci) in taksni so tudi otroci v domovih.",1
"za Perm in Sibirijo, ne vem kako je s to recjo.",1
"Veliko v Slovenijo posvojenih Moskovcanov je azijskega izgleda.",1
"Otroka v Moskvi ne izbiras, ampak ti ga dolocijo.",1
"Na podlagi izgleda ali rase, do tega trenutka noben slovenski posvojitelj otroka v Moskvi ni zavrnil.",1
"Tenkju limonca.",1
"Sej je prav.",1
"Skoda samo, ko tisti z ministrstva tega ne berejo (oz.",1
"O ja berejo in vedo, saj se posvojitelji na njih obracamo tudi direktno, ze od prvih zapletov dalje.",1
"Vedo tudi na centrih, kjer jim tudi bolj ali manj ni jasno, zakaj ministrstvo gleda stran in dela v skodo ljudi. Preprosto vseeno jim je oziroma so ujeti v kupe papirjev, ki jih na novo sestavljajo, obracajo, spreminjajo poimenovanja ...",1
"```Za to so se odlocili na podlagi ```stalisca strokovnjakov```, da je izraz rejenec prezivet in ima pogosto negativen predznak, je na tiskovni konferenci dejala drzavna sekretarka Patricia Cular.",1
"V ospredje zelijo postaviti otroka kot osebo, zato je ```edina smiselna nadomestitev z besedo otrok```.",1
"``` http://www.",1
"rtvslo.",1
"Otrok v rejnistvu, bo se vedno otrok brez strarsev, v oskrbi placane delovne sile, ce se mu bo reklo rejenec ali samo otrok, nic lazje mu ne bo.",1
"S tem se ukvarja ministrstvo, s terminologijo.",1
"Ne razumite me narobe, je pomembno, a ko gre za otroke ...",1
"groza, s cim se ubadajo..",1
"Zaenkrat vemo, kaj je Vodicarjeva govorila za MK in kaksno je realno stanje, pocakajmo, kaj se bo zgodilo s posvojitvami iz RU po sporazumu.",1
"Sicer pa, nasvet, ki si ga je vredno zapomniti. Kamorkoli na svetu gres, se moras ravnati po pravilih tiste drzave, tako vseh formalnih kot tudi neformalnih ...",1
"info za RU z ruske strani, s pomocjo google prevajalnika (zato je to vse priblizno), Sergej Vitelis (namestnik direktorja direktorata za varstvo otrok in ...",1
"nekaj priblizno takega ;) pravi, da je sporazum do sedaj vzpostavljen z Italijo, ZDA, v naslednjem letu bo s Francijo, o osnutku sporazuma s pogovarjajo s Spanijo, pogajanja o podpisu sporazuma potekajo z Irsko, Veliko Britanijo, s Ciprom, Izraelom in Slovenijo.",1
"http://www.",1
"rg.ru/2012/12/05/usinovlenie.",1
"Sklepam, da bo do podpisa se trajalo, in ko bo podpisan, bo to se ena birokratska zadeva zraven ...",1
"Smo v najemu in nam je potekla najemna pogodba.",1
"Po nasvetu neke agentke iz agencije, v kateri smo prvotno pogodbo sestavili in podpisali in vse, sem sla v DZS po aneks.",1
"tista agentka mi je rekla, da to lahko uredimo sami brez agencije, ker na tak nacin nimamo stroskov.",1
"Ce bi slo preko agencije, bi bilo treba placati 200 eur.",1
"tale aneks mi je cuden, ker je notri potrebno napisati samo naslove, emso in davcne stevilke.",1
"Nikjer pa ni omenjeno za koliko casa pogodbo podaljsujemo.",1
"mal mi je cudno da bi tole veljalo kar brez nekega roka, do kdaj lahko stanovanje koristimo, oziroma kdaj bomo spet podaljsevali. ce ma katera izkusnje in ve kako je s tem, bi prosila ce pove ker rabim cim prej odgovor, pogodbo smo delali zaradi razpisa za nepr.",1
"IZVIRNO SPOROCILO: darja.",1
"Ce boste aneks pisali sami, potem tudi sami napisete, za koliko casa je veljaven.",1
"Aneks brez roka pa ni veljaven oz.",1
"(odgovor clanu darja.",1
"ja, sem si tut jaz tako mislila, da ce ni datuma da je za nedol.",1
"cas, in ne vem kaj je mislil lastnik, ko sta se z mojim dobila da je on tole podpisal.",1
"Jaz na une crte kjer lahko se kaj dopises pac nisem napisala se nic, izpolnila sem samo naslove in EMSO, un je pa tudi samo podpisal, in verjetno se sam ne ve kaj to pomeni da datuma ni nikjer, niti ni mojemu omenil.",1
"jaz prav vse predstavljam, samo glede na to da rabim tole za razpis za nepr.",1
"Torej ja, obvezno v aneks dopisite, do kdaj se najem podaljsuje.",1
"aneks k najemni pogodbi z dne [datum originalne pogodbe] podaljsa do [nov datum konca najema].",1
"Ker je sedaj cas ko dozoreva KAKI-ja....me zanima ce ima kdo kaj tega prideljka.",1
"Saj nebi veli gajbico ali dve..",1
"Mi ga imamo, ampak ne prodajamo, pa se letos je bila slaba letina , sem pa vceraj videla, da nekje iz Primorske pripeljejo na Stajersko ( okolica Celja ) s kombijem in prodajajo, je pa kg 3 eur.",1
"Mislim, da je pri treh sele cas za tiste prve zacetke, razen pri izjemah.",1
"Sem pa slisala, da prezgodnje postavljanje na smuci ni dobro za otrokov fizicni razvoj.",1
"(F.",1
"Tavelik mulc je prvic stal na smuceh pri 2.letih.",1
"Tamala letos se zihr ne bo, ker sta cist razlicne konstitucije.",1
"Mi smo ta starejsega dali pri 2,5 letih in je slo.",1
"Sicer ne morem govoriti o ```smucanju```, ker je izgledalo nekako tako, da sta se z mozem mogoce 1x peljala, pa 1-1,5 ure igrala na snegu in toboganih.",1
"Je pa dobil veselje in je naslednje leto ze resnicno smucal.",1
"Ta mlajsi je bil lani decembra star 2 leti in smo tudi probali. Ko je videl ta starejsega na smuckah, bi tudi on...",1
"seveda, vendar 3,4 metre, potem se je ```smucanje``` koncalo.",1
"Sva se sankala in ```bobala```.",1
"Se mi zdi enostavno prezgodaj.",1
"R.",1
"Pri nas smo pa tozadevno ekstremisti  Maxi je bil star 1 leto in 4 mesece, ko sva ga postavila na smuci. Seveda v snezkih, ne v pancarjih.",1
"Ucil se je premikati s smucmi, malo pa sem ga vozila med svojimi smucmi. Uf, je bilo zabavno.",1
"Mulcek je uzival, jaz pa sem bila za nagrado zvecer zmasirana, saj sem se morala sklanjati skoraj do tal.",1
"to prvo poskusanje je bilo casovno zelo omejeno.",1
"10 ali 15 minut, potem pa valjanje po snegu in kepanje.",1
"Tim je bil aprila star 1 leto, pozimi smo ga pa postavili na smuci - se pravi pri dobrem letu in pol.",1
"In je mali ful uzival.",1
"Moj vecji (4 leta)  se smuca kot blisk  , gre kamor hoces, letos ga bomo vpisali v celoletno alpsko solo smucanja, ker je dobesedno manijak na smucanje.",1
"dve leti na plastik fantastik, letos pa na taprave.",1
"smo ze imeli otvoritveno sezono.",1
"Atena jaz imam en kompletek doma.",1
"po smo postavili na smucke(tiste plasticne tamale) pri 2 letih.",1
"Ji je blo tako vsec, da jo je kar cukalo, tako se je smejala.",1
"Letos, ko je stara 3 leta, je ze tudi imela otvoritev in je zelo uzivala.",1
"Mi gremo 10.1. Imamo 2,5 letnico, pa si ne obetamo prevec.",1
"...",1
"Vidim, da je to tema od lani...",1
"ja, smo poizkusili in je slo...",1
"celo super je slo.",1
"Nismo pa nabavili plastnicnih smuck, temvec kar ta ```prave```.",1
"Pa ```pasje vrvice``` smo imeli. Mali je tako uzival, da to ni res.",1
"Mi smo letos dveletniku dali plasticne smuci dolzine 60cm in brez problema 'stamfa' tudi v hrib.",1
"Menda bomo zibali...",1
"Nasa je letos zacela 3,5 let stara in ji gre super.",1
"Kupili smo ji prave smuci in pancarje, a si nismo prevec obetali. Jaz sem mislila, da se pancarjev ne bo hotla obut, pa je bilo ravno obratno.",1
"Sankat sploh ni hotela vec.",1
"Dali smo jo na smuci in je neki sama malo hodila, potem se je nono ukvarjal z njo 2 dni, jo za rito vlekel v hrib in spuscal dol, spodaj jo je pa nona lovila.",1
"Potem je sla sama na tekoci trak. Drugi dan sem jo prevzela jaz, saj je babnica hotela na vlecnico.",1
"Mene je bilo ful strah, a je slo.",1
"kako se rece tej vlecnici) in potem je smucala z mano med nogami. V solo je se nisem dala, ker smo bili v italiji in sprejemajo od 3 leta naprej.",1
"Malo sem jo ucila pluzit, a ni slo prevec.",1
"ancika, nikoli ni prepozno.",1
"Zdravo.",1
"Zanima me, kaksni so bili vasi pustni kostumi lansko leto, da dobim kaksno dobro idejo.",1
"Mi smo v casu korone naredili druzinsko masko- bili smo ninje =) enostavno vsi obleceni v crni z podkapami, iz straih majic smo si zavezali okoli pasu trakove in smo se imeli potem noro fino...",1
"Tole je za vse mame, ki so posvojile otroka, za vse ki cakajo na posvojitev in za vse, ki o tem sele razmisljajo.",1
"Namenjeno izmenjavi izkusenj, mnenj in znanj, predvsem pa temu, da lahko delimo svojo sreco, zelje, strahove, pomisleke in se enkrat sreco.",1
"Pa seveda - da imamo nekam za napisat vse najboljse, ce ze v zivo ne moremo tega povedat.",1
"Pa se pesmica od bele.",1
"One gave you up ...",1
"Hej bela.",1
"V Rusjiji je tega veliko.",1
"Eni pravijo, da je samo v Moskvi okrog 70 domov za otroke.",1
"Tudi otrok je veliko.",1
"Veliko jih nikoli ni posvojenih.",1
"Pa da ne govorimo o vseh ostalih regijah.",1
"Zadnjic sem po radiu slisala, da ima Rusija sest casovnih pasov, ker je tako velika.",1
"Veliko otrok je azijskega ali evroazijskega porekla, ker veliko deklet pride iz teh drzav delat v tujino, potem se jim pa ```zalomi```, zanosijo, rodijo otroka in ker ne morejo skrbeti zanjga ga pustijo v oskrbi drzave.",1
"Sam sistem posvojitve je hiter in precej jasen.",1
"Je pa res, da je treba zbrati veliko papirjev in dokumentacije, pa od posvojitve, do posvojitve se kaj novega spomnijo.",1
"Sama Rusija in Rusi so meni vsec.",1
"Je drugacna kultura in drugacno obnasanje, svoje definitivno doprinese tudi dejstvo, da je Moskva veliko mesto z vec milijoni prebivalcev in tako seljacine, kot sem jaz, veckrat ne vedo tocno, kako in kaj, ampak se pa da zmenit.",1
"Samo tolk se ustulim, da aplavdiram za odprto temo, izrazim svojo maksimalno podporo vsem ```posvojenim mamicam``` in te virtualno objamem.",1
"Glede Makedonije.",1
"Imajo en dom in sicer v Bitoli za otroke od rojstva do treh let (DOM ZA DOENChINjA I DETsA VO BITOLA).",1
"Potem pa se v Skopju (11 Oktober) za starejse otroke.",1
"Drugace pa najprej ti povedo, da domaci posvojitelji cakajo dolgo na posvojitev in da gredo v mednarodno posvojitev najpogosteje otroci s posebnimi potrebami in romski otroci. Saj le-ti redkeje (skoraj nikoli) ne najdejo posvojiteljev v domovini. Prav tako domaci posvojitelji pogosto gledajo na nacionalnost.",1
"Mlincka za kavo sem se nekaj dogovarjala z eno drugo mamo z dvema fantoma, ampak ima zdaj nedosegljivo stevilko.",1
"Ce me bo poklicala, bom sla, pa te lahko poklicem pa gremo skupaj.",1
"To pa ni veliko.",1
"Ni veliko ne.",1
"Pa tudi v registru je dvakrat vec potencialnih posvojiteljev kot otrok. Mislim pa, da se je s porazumom vse kar podaljsalo.",1
"Makedoski posvojitelji cakajo od 3 do 5 let (ponavadi zelijo cimmanjsega zdravega otroka iste narodnosti).",1
"Tujci, ki posvajajo so vecinoma Italijani, Nemci in Slovenci. Cas pa je najbrz relativen.",1
"Zdaj ko gledam nazaj, na cas, ko smo se srecali, pa do obiska sodisca, je malo.",1
"Ko sva cakala na posto, se je zdelo pa dolgo.",1
"Delovna vnema je pa na psu.",1
"Vsaj kar se tice vsega, kar ni povezano z otrokom.",1
"Ej ce si pri volji, daj povej malo, kako zgleda adaptacija.",1
"Meni je bilo za obiske tako malo casa...",1
"Pa tisto malo, kar ga je bilo, je bilo lepo.",1
"Nasa soba je ze skoraj, skoraj fertik.",1
"Danes sva popravljala, kar ni bilo dobro prebeljeno - upam, da se bo jutri izkazalo, da je bilo delo dobro opravljeno in bova lahko spucala tla in reziduale barve.",1
"Potem znosimo nazaj tisto, kar ostane od prej, potem pa naslednji teden v soping po posteljo.",1
"Tudi mi smo tako pripravljali sobice in za prvega in za drugega.",1
"Najames stanovanje, dobis dete in 30 dni zivite skupaj (ves cas:), socialna delavka te pa obiskuje.",1
"Nato 30 dni v Slo in nazaj na dokoncno posvojitev.",1
"oba.",1
"Taveliki je spal v svoji posteljici do drugega leta.",1
"Potem smo se preselil in bilo je konec, preselil se je v najino posteljo.",1
"Tamala pa je kricala ze ko je videla otrosko posteljo in tiste ```gatre``` in nisem imela srca da bi jo bila tiscala tja not in pristala je , kje drugje kot v postelji. Ampak pomembno je da se pocutimo dobro in da smo srecni, da se stiskamo celo noc in se lahko za dobro jutro pocartlamo in polupckamo.",1
"Pozvizgam se na mnenja da to ni dobro, jaz vem da za moje otroke pac je.",1
"Ampak pomembno je da se pocutimo dobro in da smo srecni, da se stiskamo celo noc in se lahko za dobro jutro pocartlamo in polupckamo.",1
"Vsaka mama je dobra mama, po svojih najboljsih mocek.",1
"Ampka ve ste mame z velikim srcem in za mene precudovite mame.",1
"Hej luckec, hvala za objemcke.",1
"In enga nazaj Mas prav.",1
"Mama je mama.",1
"Bela.",1
"Zdaj ze jaz komaj cakam, da bosta sla na adatacijo.",1
"Bomo videli, kaj bo cez en mesec.",1
"Evo, midva sva v sobo nazaj naselila vse tisto, kar ima v njej ostati in moram reci, da izgleda svetovno.",1
"Pol sem pa - seveda - not prinesla obe plisasti igraci, ki sta zaenkrat pri bajti. Potem sem pa iz vrecke potegnila vse tinimini cotke, ki smo jih do zdaj moja seka, jaz, tasca in svakinja v zacetni evforiji kupile (babe pac ) iz njih porezala vse deklaracije, jih obrnila in dala prat.",1
"ra.",1
"Ampak zdaj sem spet pri sebi, cote se perejo, ko jih bom obesala , me bo verjetno pobralo, ampak tisto je se kaksno urco stran. U glavnem, prva nedelja in prvi vikend po vrnitvi iz Moskve, ko nisem cisto in popolnoma nic otozna, ampak samo vesela, ker bom jutri tak cas ze tam in me bo samo par uric se locilo do trenutka, ko ga spet malo pomuckam.",1
"Se na siht jutri mi ni noben problem it, ampak komaj cakam.",1
"Mojmu dedcu se je ocitno utrgalo.",1
"Medtem ko jaz tule brklam po kisti, slisim, da v dnevni sobi gleda Nodija.",1
"Ne, ne, v Moskvo greva sele naslednjo nedeljo.",1
"Zdaj greva na sodisce, potem je treba pa se na pravnomocnost sodbe pocakat, tako da bova se enkrat letela gor.",1
"Nekje maja bomo pa menda ze doma.",1
"Obesanje cot sem pa prezivela brez hujsih pretresov.",1
"Ceprav so tolk majhne, da jih se veter ne premakne.",1
"Prav hecno.",1
"Tako fascinirana pri obesanju perila ze dolgo nisem bila.",1
"Upam, da ne bom tega malcka nikoli jemala za samoumevnega.",1
"Aja, pa ruscina je zakon.",1
"Sploh zdaj, ko se ze znam kaj zmenit.",1
"Fulll bom vesela ze ko bodo komisije mimo in bo dolocen datum, ma bo treba se malo pocakat.",1
"Res je bilo pranje in obesanje perila prav posebna izkusnja.",1
"Spomnim se, bilo je poletje, jaz  sem obesela in obesala.",1
"Le kaj si je takrat mislila soseda, ki me je opazovala, jaz pa sem se povsem nekontrolirano smejala.",1
"Nasa izkusnja s spanjem pa je bila povsem drugacna.",1
"Pametna mama sem mislila, da me moje malo detece potrebuje in zvecer in popoldan sem ostajala ob njegovi postelji. Otrok pa vedno bolj nemiren, zaspal pa nikoli ni. Nekega vecera sem ostala celo do polnoci, mali pa ni in ni zaspal.",1
"Najprej jaz, sele potem on.",1
"V najini postelji pa je kar naprej vstajal in skakal.",1
"Karkoli sem rekla, sem dobila odgovor: njet.",1
"Tako je bilo dva, tri tedne.",0
"da moram skuhati kosilo in odsla.",1
"Ponovil je: ```Mami kuhat.",1
"Od takrat sem ga dala v posteljo, se poljubcek, lahko noc in ugasnila luc.",1
"Nobenih ceremonialov, ki so se meni zdeli samoumevni in se kako potrebni. In tako je se danes.",1
"Le zjutraj vcasih pride v najino posteljo.",1
"Mislim da je to s spanjem odvisno od otroka do otroka.",1
"Nasa je tako kricala da nisem imela srca, enostavno je nisem mogla slisat jokat.",1
"To v bistvu ni bil jok, to je bil en sam kric iz krica kaslanje, bruhanje, kakanje.",1
"Sebe imam za se kar strpno in tolerantno osebo, in nisem omejeno bitje ki bi ga istospolniki, katoliki, muslimani, crnci, ateisti, skini, rejvarji, odvisniki itd motili. Moti me to, da bi pa vsi radi imeli neke posebne pravice, in ker je zdaj ogromno govora okoli istospolnih druzin, razmisljam tudi o tem.",1
"ni srecni. Nikjer se nisem zasledila da bi kdo omenil to stalisce.",1
"A smo res postali tako egoisticni da gledamo samo na svojo rit, do kaksne meje bomo sli z svojimi zeljami??...",1
"No, mej ocitno ne poznamo vec.",1
"Ce pa zacnem razmisljat v drugo smer se pa vprasam, ali se me to sploh tice? Pojma nimam, mislim da nikakor ne.",1
"? Naj se odlocijo bioloski starsi posvojenih otrok, ali se z tem strinjajo.",1
"Ampak...",1
"e briga zanj, in prav tako jih verjetno ne bi brigalo pri komu bodo ziveli, ce sploh kje.",1
"Lasten, bioloski otrok je le tvoj, edini, tisti ki nastane iz dveh oseb ki se imata radi, oziroma naj bi se, iz njegovih semen in njenih jajcec.",1
"mava dva zdrava otroka.",1
"Potem pa spet pomislim na referendum sredi te krize, ki jo marsikdo cuti, marsikdo pa se zdalec ne, in sploh ne ve kaj to pomeni. Razumem ja, bi radi cimprej resili ta problem in se osrecili, absolutno, cutim jih, ampak te denar bi v tem casu lahko sel tja ker ga nujno potrebujemo.",1
"naklonijo,podarijo.",1
"ampak tako kot sem ze napisala, to bi morala biti stvar zgolj vsakega posameznika ki otroka da v posvojitev,in tistih sirot ki se ze znajo sami odlocati o le tem.",1
"ecaj zgolj zaradi neplacanih storitev.",1
"in ne take druzine, ki nacrtno delajo otroke da njim samim ni in ne bo treba delat.",1
